1, 3, 0, 1693913467131849.2, 2, 0, 1693913467131849.2
2, 11, 1, 1693913467132852.8, 14, 1, 1693913467132852.8
3, 15, 0, 1693913467132852.8, 40, 3, 1693913467132852.8
4, 23, 1, 1693913467133899.5, 69, 6, 1693913467133899.5
5, 27, 0, 1693913467133899.5, 100, 9, 1693913467133899.5
6, 41, 4, 1693913467133899.5, 135, 12, 1693913467133899.5
7, 43, 2, 1693913467133899.5, 168, 16, 1693913467133899.5
8, 59, 7, 1693913467135323.8, 204, 21, 1693913467135323.8
9, 61, 5, 1693913467135323.8, 241, 25, 1693913467135323.8
10, 71, 7, 1693913467135323.8, 278, 28, 1693913467135323.8
11, 73, 5, 1693913467136326.5, 315, 32, 1693913467136326.5
12, 75, 3, 1693913467136326.5, 354, 37, 1693913467136326.5
13, 95, 10, 1693913467137331.2, 394, 42, 1693913467137331.2
14, 87, 3, 1693913467137331.2, 431, 47, 1693913467137331.2
15, 101, 7, 1693913467137331.2, 472, 53, 1693913467137331.2
16, 97, 2, 1693913467138430.2, 512, 60, 1693913467138430.2
17, 123, 12, 1693913467138430.2, 556, 65, 1693913467138430.2
18, 121, 8, 1693913467139435.2, 596, 68, 1693913467139435.2
19, 115, 2, 1693913467139435.2, 636, 72, 1693913467139435.2
20, 155, 19, 1693913467140442.0, 682, 77, 1693913467140442.0
21, 159, 18, 1693913467140946.0, 725, 82, 1693913467140946.0
22, 169, 20, 1693913467140946.0, 768, 87, 1693913467140946.0
23, 161, 13, 1693913467141951.0, 812, 93, 1693913467141951.0
24, 167, 13, 1693913467141951.0, 857, 100, 1693913467141951.0
25, 177, 15, 1693913467142957.8, 901, 106, 1693913467142957.8
26, 177, 12, 1693913467142957.8, 943, 111, 1693913467142957.8
27, 205, 23, 1693913467143960.8, 988, 117, 1693913467143960.8
28, 175, 5, 1693913467143960.8, 1031, 124, 1693913467143960.8
29, 183, 6, 1693913467144963.2, 1076, 131, 1693913467144963.2
30, 189, 6, 1693913467144963.2, 1121, 138, 1693913467144963.2
31, 207, 12, 1693913467145965.8, 1168, 146, 1693913467145965.8
32, 211, 11, 1693913467145965.8, 1215, 155, 1693913467145965.8
33, 219, 12, 1693913467146968.2, 1262, 161, 1693913467146968.2
34, 255, 27, 1693913467146968.2, 1308, 164, 1693913467147971.0
35, 221, 7, 1693913467147971.0, 1352, 168, 1693913467147971.0
36, 267, 27, 1693913467147971.0, 1401, 173, 1693913467147971.0
37, 275, 28, 1693913467149475.2, 1448, 178, 1693913467149475.2
38, 281, 28, 1693913467149987.2, 1495, 183, 1693913467149987.2
39, 237, 3, 1693913467150748.5, 1540, 189, 1693913467150748.5
40, 315, 39, 1693913467151500.2, 1592, 196, 1693913467151500.2
41, 297, 27, 1693913467151500.2, 1640, 202, 1693913467151500.2
42, 291, 21, 1693913467152503.0, 1687, 207, 1693913467152503.0
43, 313, 29, 1693913467152503.0, 1735, 213, 1693913467153512.8
44, 271, 5, 1693913467153512.8, 1781, 220, 1693913467153512.8
45, 293, 13, 1693913467154525.5, 1832, 227, 1693913467154525.5
46, 315, 21, 1693913467154525.5, 1881, 234, 1693913467155528.2
47, 337, 29, 1693913467155528.2, 1932, 242, 1693913467155528.2
48, 333, 24, 1693913467156530.8, 1983, 251, 1693913467156530.8
49, 373, 41, 1693913467156530.8, 2032, 258, 1693913467157709.0
50, 373, 38, 1693913467158212.0, 2079, 263, 1693913467158212.0
51, 321, 9, 1693913467158212.0, 2125, 269, 1693913467158212.0
52, 313, 2, 1693913467158212.0, 2172, 276, 1693913467159715.2
53, 351, 18, 1693913467160224.8, 2224, 283, 1693913467160224.8
54, 423, 51, 1693913467160727.8, 2274, 290, 1693913467160727.8
55, 421, 47, 1693913467161737.8, 2324, 298, 1693913467161737.8
56, 403, 35, 1693913467162740.5, 2375, 307, 1693913467162740.5
57, 385, 23, 1693913467163757.0, 2424, 315, 1693913467163757.0
58, 425, 40, 1693913467163757.0, 2474, 322, 1693913467164757.0
59, 465, 57, 1693913467164757.0, 2524, 330, 1693913467164757.0
60, 377, 10, 1693913467166212.8, 2573, 339, 1693913467166212.8
61, 459, 48, 1693913467166716.2, 2626, 348, 1693913467166716.2
62, 429, 30, 1693913467166716.2, 2676, 357, 1693913467168180.5
63, 387, 6, 1693913467168683.2, 2726, 367, 1693913467168683.2
64, 427, 23, 1693913467169186.2, 2781, 378, 1693913467169689.0
65, 405, 9, 1693913467169689.0, 2832, 385, 1693913467170691.8
66, 493, 50, 1693913467171196.0, 2883, 388, 1693913467171698.8
67, 521, 61, 1693913467171698.8, 2933, 392, 1693913467172700.2
68, 535, 65, 1693913467172700.2, 2984, 397, 1693913467172700.2
69, 537, 63, 1693913467174075.2, 3035, 402, 1693913467174075.2
70, 547, 65, 1693913467174578.8, 3086, 407, 1693913467174578.8
71, 529, 53, 1693913467175901.2, 3138, 413, 1693913467175901.2
72, 429, 0, 1693913467176404.5, 3185, 420, 1693913467176404.5
73, 569, 67, 1693913467177604.0, 3243, 426, 1693913467178107.8
74, 529, 44, 1693913467178107.8, 3294, 431, 1693913467178107.8
75, 577, 65, 1693913467179611.0, 3346, 437, 1693913467179611.0
76, 499, 23, 1693913467180870.0, 3398, 444, 1693913467180870.0
77, 465, 3, 1693913467181854.2, 3448, 451, 1693913467181854.2
78, 535, 35, 1693913467182856.2, 3504, 458, 1693913467182856.2
79, 605, 67, 1693913467183858.0, 3559, 466, 1693913467183858.0
80, 485, 4, 1693913467184360.5, 3610, 475, 1693913467184360.5
81, 561, 39, 1693913467185364.0, 3666, 482, 1693913467185364.0
82, 533, 22, 1693913467186578.0, 3717, 487, 1693913467186578.0
83, 595, 50, 1693913467187796.8, 3770, 493, 1693913467187796.8
84, 509, 4, 1693913467187796.8, 3819, 500, 1693913467189261.8
85, 595, 44, 1693913467189764.5, 3876, 507, 1693913467189764.5
86, 565, 26, 1693913467191272.8, 3928, 514, 1693913467191272.8
87, 607, 44, 1693913467192276.2, 3983, 522, 1693913467192276.2
88, 601, 38, 1693913467193278.8, 4037, 531, 1693913467193278.8
89, 601, 35, 1693913467194289.8, 4091, 539, 1693913467194289.8
90, 645, 54, 1693913467195292.5, 4145, 546, 1693913467195292.5
91, 567, 12, 1693913467196346.2, 4197, 554, 1693913467196346.2
92, 575, 13, 1693913467197435.0, 4252, 563, 1693913467197435.0
93, 639, 42, 1693913467198437.5, 4308, 572, 1693913467198437.5
94, 639, 39, 1693913467199940.5, 4363, 581, 1693913467200443.5
95, 581, 7, 1693913467200671.8, 4417, 591, 1693913467201657.2
96, 723, 75, 1693913467201657.2, 4477, 602, 1693913467202657.5
97, 661, 41, 1693913467203790.2, 4530, 610, 1693913467203790.2
98, 775, 95, 1693913467204796.0, 4582, 615, 1693913467204796.0
99, 759, 84, 1693913467205797.5, 4634, 621, 1693913467205797.5
100, 719, 61, 1693913467206901.8, 4687, 628, 1693913467207909.8
